	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YER042W	gene-YER042W	144.324419221722	-1.0386136368469	0.485942461749728	-2.13731813661061	0.0325721246956129	0.0581595049864522
gene-YMR175W	gene-YMR175W	1039.83043653067	-4.03292911654533	1.88718024266157	-2.13701321441216	0.0325969168378052	0.0581858970090061
gene-YLR144C	gene-YLR144C	129.319184277126	1.01509590717116	0.475123367569821	2.13648912357903	0.0326395665669825	0.058244139050446
gene-YGL012W	gene-YGL012W	503.118328105632	1.14412167341572	0.535619058968226	2.13607349152151	0.0326734240538367	0.0582866607123692
gene-YKL057C	gene-YKL057C	307.206585210561	0.906623829353128	0.424635145995094	2.13506545066716	0.0327556642587292	0.058415440525233
gene-YEL034W	gene-YEL034W	9625.36522521914	0.851466362826178	0.398892120673129	2.13457804428258	0.0327954924496514	0.0584685282568631
gene-YBR182C-A	gene-YBR182C-A	4.21593028408379	3.82816210380231	1.79419478809762	2.13363795792836	0.0328724283056176	0.0585877195069762
gene-YDR297W	gene-YDR297W	448.74815021665	0.943470926131674	0.442544888270673	2.13192141890614	0.0330133070891837	0.0588207666469454
gene-YDL144C	gene-YDL144C	532.901698937521	-0.900401900238896	0.42246579132478	-2.13130132362999	0.0330643260999057	0.0588755708617194
gene-YKL049C	gene-YKL049C	140.671892889088	-1.10032151684857	0.516265430344237	-2.13130969492747	0.0330636368932049	0.0588755708617194
gene-YJR057W	gene-YJR057W	147.044504551188	-1.2076002879522	0.566670256726413	-2.13104583065354	0.0330853666844258	0.0588949927013423
gene-YER039C-A	gene-YER039C-A	70.2873428004379	-1.31213727333193	0.615922095978163	-2.13036239793945	0.0331417056788001	0.0589772178215512
gene-YGL154C	gene-YGL154C	117.558185612411	-1.14955446973793	0.540049368367632	-2.12860996988591	0.0332865429667639	0.0592168312589017
gene-YOL068C	gene-YOL068C	823.519970830249	0.877342616769784	0.412196806923236	2.12845563583701	0.0332993245088584	0.0592214424863785
gene-YPL099C	gene-YPL099C	168.757351635744	-1.01897050376747	0.478965924251255	-2.12743840881871	0.0333836736923715	0.059353291985336
gene-YAL031C	gene-YAL031C	217.100018484182	-0.966750630247191	0.454696096851122	-2.12614675371565	0.0334910420214466	0.0595259743818493
gene-YER025W	gene-YER025W	1365.14571291119	0.858838445628139	0.404247120266978	2.12453819104743	0.0336251660583937	0.0597460914495214
gene-snR9	gene-snR9	59.3592540602873	-1.25434744016231	0.590548755272239	-2.12403705699804	0.0336670450102451	0.0598022205377582
gene-YGR279C	gene-YGR279C	1328.01171113986	-1.12623394955339	0.530851847143654	-2.12155982052865	0.0338747194851064	0.0601343523663527
gene-YDR044W	gene-YDR044W	95.9920411725297	-1.24439598353326	0.58654258975585	-2.12157822000828	0.0338731729709346	0.0601343523663527
gene-YGL098W	gene-YGL098W	260.993354418445	-0.944145088307651	0.445240507496503	-2.12052828170641	0.0339615190698482	0.0602700301783077
gene-YGR243W	gene-YGR243W	1451.71022375848	-1.13517020394346	0.535386526397624	-2.12028160585496	0.0339823039379299	0.0602885074747401
gene-YPR118W	gene-YPR118W	148.531956376224	1.0127892399794	0.477925014029139	2.11913837997534	0.0340787740146815	0.0604227683262137
gene-YAR019C	gene-YAR019C	169.810315820527	-1.00615488970708	0.474793109639622	-2.11914383186979	0.0340783134065842	0.0604227683262137
gene-YLR313C	gene-YLR313C	19.4548224540849	1.73763564825723	0.82030771246603	2.11827296251245	0.0341519570694636	0.0605340574832945
gene-YKL126W	gene-YKL126W	474.631242950954	-0.90616922343569	0.42811625232478	-2.11664289434228	0.0342901667710975	0.0607558054646946
gene-YPR109W	gene-YPR109W	233.99012462918	-0.962002130515489	0.454514024744855	-2.1165510372436	0.034297969327196	0.0607558054646946
gene-YDL182W	gene-YDL182W	658.561013712898	0.968013762475577	0.457625079836844	2.1152987568354	0.0344044923655578	0.060925932245162
gene-YIL048W	gene-YIL048W	485.604837161303	0.952334950973187	0.450285830033721	2.11495651751215	0.0344336534901149	0.0609554162755325
gene-YOR054C	gene-YOR054C	454.60465320421	-1.08623376104307	0.513620374129768	-2.11485722871388	0.03444211752389	0.0609554162755325
gene-YPL209C	gene-YPL209C	15.088887671476	1.89206331073244	0.895645733048052	2.11251306283054	0.0346424667373268	0.0612913292777301
gene-YNR058W	gene-YNR058W	29.5133447556786	1.42448479568442	0.674475324342611	2.111989489123	0.0346873508448085	0.061332365730894
gene-YNL263C	gene-YNL263C	189.267601863228	1.03329605689551	0.489279381849143	2.11187328799826	0.0346973190851995	0.061332365730894
gene-YGL153W	gene-YGL153W	280.32520532818	-0.950627177505546	0.450125368136902	-2.1119164677171	0.0346936146545583	0.061332365730894
gene-YPL048W	gene-YPL048W	1999.17391278084	-0.911446635100559	0.43173637993101	-2.11111844511738	0.0347621323933534	0.0614282497628975
gene-YJL056C	gene-YJL056C	74.8861686075223	1.25006687410562	0.592343832294454	2.11037374908331	0.0348261757506113	0.0615040211068224
gene-YLR164W	gene-YLR164W	129.924497201348	-3.60352598027851	1.70746648994792	-2.11045194824785	0.0348194459439438	0.0615040211068224
gene-YJL013C	gene-YJL013C	150.183862817525	-0.993151211306426	0.470825520694684	-2.10938270686999	0.0349115609562983	0.0616360851391268
gene-YBR199W	gene-YBR199W	724.074654594854	-0.857022167894726	0.406615992818907	-2.10769419558078	0.0350574497117487	0.0618748550636756
gene-YFL037W	gene-YFL037W	935.750830526288	-1.03279406270485	0.490093664443602	-2.10734016298163	0.0350881043301123	0.0619101585812425
gene-YJR122W	gene-YJR122W	164.872699805924	-1.02024116239372	0.484522566887036	-2.10566283619889	0.0352336502111884	0.0621480956077168
gene-YFR041C	gene-YFR041C	186.291386914302	-1.08554944383	0.51589829252375	-2.10419274411541	0.0353616372212698	0.0623549258282828
gene-YPL129W	gene-YPL129W	592.374507868095	0.907562151301869	0.432138563501441	2.1001646877989	0.0357143565073356	0.0629577919383181
gene-YGL253W	gene-YGL253W	827.645786325538	1.55224810997266	0.739621265507071	2.09870670620655	0.035842763148639	0.0631649907276804
gene-YPR100W	gene-YPR100W	405.842563611836	-0.874374399566394	0.416863353481136	-2.09750843355426	0.0359485913995717	0.0633322865154018
gene-YKL184W	gene-YKL184W	323.803863087829	-0.891143613148013	0.425017564619565	-2.09672184712102	0.0360182053783397	0.0634356998966394
gene-YIR013C	gene-YIR013C	4.03602079911563	3.66410661459642	1.74803619528205	2.0961274283026	0.036070888478232	0.063484445663202
gene-YIL132C	gene-YIL132C	23.9234567314267	1.55383083712746	0.741317394897254	2.09603989846052	0.0360786517593868	0.063484445663202
gene-YDL226C	gene-YDL226C	180.821164062067	1.20537146690171	0.575058595043842	2.09608460301304	0.0360746866021497	0.063484445663202
gene-YJR133W	gene-YJR133W	280.07636100819	-1.01391306541396	0.483875108080498	-2.09540240545972	0.0361352358821462	0.0635647672357851
gene-YDR003W-A	gene-YDR003W-A	66.6987891382759	-1.20808548487909	0.576848582503461	-2.09428526223663	0.0362345763969105	0.0637202293551722
gene-YKL133C	gene-YKL133C	195.493786102349	-1.11167603656891	0.531029782067559	-2.09343444399787	0.0363103903783594	0.0638342374104733
gene-YCR014C	gene-YCR014C	118.059992110778	1.07779583070201	0.514971002697324	2.09292528133955	0.0363558250381421	0.0638947853406961
gene-YHL025W	gene-YHL025W	311.235597297535	-0.90304559989437	0.431506959948786	-2.09277180604816	0.0363695297639547	0.0638995486662952
gene-YMR011W	gene-YMR011W	73.4942016421144	-1.218775687881	0.582755682702375	-2.09140077747376	0.0364921525554023	0.0640956151864606
gene-YMR163C	gene-YMR163C	81.8074832458437	-1.18731070886787	0.567883340088548	-2.09076517138668	0.0365491196442629	0.0641762789644881
gene-YMR192W	gene-YMR192W	115.584423301713	1.03356741264296	0.494422313878694	2.09045462478165	0.0365769803632384	0.0642058018336277
gene-YDR476C	gene-YDR476C	590.455672299794	-0.900356718772417	0.430754188918476	-2.09018679779529	0.0366010230176051	0.0642286068171258
gene-YCR027C	gene-YCR027C	120.952225306098	1.14517360153824	0.548115563310971	2.08929225548834	0.0366814231090535	0.0643502659552729
gene-YJL206C	gene-YJL206C	108.627884142586	-1.12339786279346	0.537729517405618	-2.0891504491208	0.0366941822536639	0.0643532248818029
gene-YDR372C	gene-YDR372C	567.888375947104	0.856790694449475	0.410214853351506	2.08863888630406	0.0367402419639454	0.0644145660013426
gene-YPL088W	gene-YPL088W	350.188985243657	0.932861693046855	0.446673652360396	2.08846366495372	0.0367560297320558	0.064422812063543
gene-YMR185W	gene-YMR185W	243.726901738231	0.97257878718883	0.465799803215026	2.08797595120464	0.0368000040751004	0.064480441267556
gene-YOR346W	gene-YOR346W	139.160578580508	0.964012138574158	0.462331793984438	2.0851089003985	0.0370594165430722	0.0649154095685158
gene-YDR524W-C	gene-YDR524W-C	1537.17890020808	1.05529791241358	0.506466903558788	2.08364634490098	0.0371923481063496	0.0651090142150915
gene-YDL010W	gene-YDL010W	104.618245846162	-1.17497354949894	0.563873716418374	-2.08375300228953	0.0371826403207269	0.0651090142150915
gene-YNL156C	gene-YNL156C	602.733636801955	-0.885616780142085	0.425141040247405	-2.08311288796469	0.037240934898238	0.0651744395147724
gene-YJL197W	gene-YJL197W	257.992290729194	0.907242800798846	0.435696169074315	2.08228317161104	0.0373166121114867	0.0652872214304518
gene-YNL255C	gene-YNL255C	1776.68782655615	0.813652184433151	0.391458397221159	2.07851508668358	0.0376619428162878	0.0658715653470553
gene-YPR141C	gene-YPR141C	74.8174925320856	1.2460312938508	0.599518945953857	2.0783851824204	0.0376738963735246	0.065872649134454
gene-YGL137W	gene-YGL137W	656.616969032136	-0.949762289426752	0.457090496813864	-2.07784300055906	0.0377238218329748	0.0659401060130074
gene-YIL055C	gene-YIL055C	612.953753412052	-1.15132312983903	0.554642475177222	-2.07579329273539	0.0379130729807492	0.0662446363349187
gene-YDR173C	gene-YDR173C	245.317163627577	-1.24544293045317	0.600008333152589	-2.07570938875017	0.0379208370760968	0.0662446363349187
gene-YFL025C	gene-YFL025C	109.570144410751	1.01188078010187	0.487516713487586	2.07558172285644	0.0379326532948586	0.0662453668719106
gene-YPR001W	gene-YPR001W	1987.47239900252	-3.89123196603627	1.87534864869306	-2.07493788888167	0.0379922915935545	0.0663295880870347
gene-YIL076W	gene-YIL076W	509.659837692507	-0.925588729616951	0.446392797821146	-2.07348490866065	0.0381271741605015	0.0665450859522027
gene-YJL167W	gene-YJL167W	994.669194841559	-0.904335444734513	0.436363464842785	-2.07243620879289	0.0382247795306742	0.0666954123783484
gene-YOL070C	gene-YOL070C	232.761644455508	-0.911334100819698	0.439913780065951	-2.07161980850673	0.0383009111355598	0.0668081919327351
gene-YOR316C	gene-YOR316C	316.393300805854	1.01365651682486	0.489582594005282	2.0704504801368	0.0384101787848406	0.0669786855978079
gene-YJL117W	gene-YJL117W	461.493842233043	0.89048987287675	0.430346554127764	2.0692389989775	0.0385236647544896	0.0671564305798121
gene-YCR081W	gene-YCR081W	107.49830468892	-1.04136583573388	0.503297500851403	-2.0690860454746	0.0385380129738976	0.0671612987719019
gene-YDR034C	gene-YDR034C	404.68906715366	0.874673906202095	0.422772888945671	2.06889781505005	0.0385556766745519	0.0671719402975107
gene-YLR007W	gene-YLR007W	369.969570546635	1.05157692759243	0.508373713579365	2.06851160770778	0.0385919402373567	0.0672149705302719
gene-YLR390W	gene-YLR390W	45.4635922245429	-1.4318047989353	0.692261659761679	-2.06830001162886	0.0386118206811768	0.0672294493106649
gene-YDR523C	gene-YDR523C	20.2233871578293	1.78953657493978	0.866394242563665	2.06549915387772	0.0388757955126406	0.0676688000956775
gene-YEL050C	gene-YEL050C	228.399785262176	1.01730449786991	0.492590683223945	2.06521262483443	0.0389028864995843	0.0676956815376001
gene-YPL040C	gene-YPL040C	139.575567142238	1.0032848204389	0.486406090910651	2.06264855475092	0.0391460310081202	0.0680983933610281
gene-YHR029C	gene-YHR029C	136.203699139029	-0.972665818307674	0.472450159558412	-2.0587691603635	0.0395163573122571	0.068722043297079
gene-YJR077C	gene-YJR077C	1993.7871023504	-0.92293018538669	0.448379547860832	-2.05836816105883	0.0395548056666702	0.0687683310005048
gene-YPR117W	gene-YPR117W	213.230172198462	-0.912349756248051	0.44335786951216	-2.05781789156452	0.0396076179278768	0.068839556039719
gene-YOR190W	gene-YOR190W	42.8712268586443	-1.38207389458031	0.671798885503118	-2.0572732768755	0.0396599463843406	0.0689098978731801
gene-YDL035C	gene-YDL035C	436.648501139359	0.931497919072079	0.453206463870297	2.0553500299119	0.0398452082845074	0.0692111029735676
gene-YPL214C	gene-YPL214C	285.272562307555	-0.908807467164572	0.44231604414537	-2.0546563462796	0.0399122091579503	0.0692860691833952
gene-YOR186W	gene-YOR186W	32.8228302028006	-1.51687321814365	0.738249584365547	-2.05468888878177	0.0399090638372418	0.0692860691833952
gene-YNL215W	gene-YNL215W	534.63593431088	-0.868724004336573	0.422871503458875	-2.05434510774751	0.0399423018286606	0.0693176047262393
gene-YDR200C	gene-YDR200C	219.39250858198	-0.979607284396076	0.47687940804451	-2.05420336435379	0.0399560129278959	0.0693198853636246
gene-YMR170C	gene-YMR170C	37.6969378924128	-1.4831919590673	0.72206943347349	-2.05408495403615	0.0399674700367354	0.0693198853636246
gene-YOR308C	gene-YOR308C	170.735316127396	0.928340525291063	0.452402964966493	2.05202131104472	0.0401675913557451	0.0696461936036965
gene-YKL135C	gene-YKL135C	550.285705276187	-0.842624603781288	0.410790996218085	-2.05122461674877	0.0402450776735252	0.0697597349950876
gene-YGL251C	gene-YGL251C	82.2992822580595	-1.19021416375481	0.58040739534546	-2.05065299529202	0.040300751530432	0.0698354108213687
gene-YGR216C	gene-YGR216C	211.286214205703	0.90033567267814	0.439296876713284	2.04949254229677	0.040413976347003	0.0700107393528409
gene-YLR265C	gene-YLR265C	8.57942722442587	2.32087408675827	1.1329427500065	2.04853606834499	0.040507501696133	0.0701518473950909
gene-YJR137C	gene-YJR137C	276.626570392904	1.03591830382666	0.506030613933894	2.04714551906931	0.0406437987954541	0.0703669224304973
gene-YIL034C	gene-YIL034C	471.223190891552	-0.979387596854074	0.478783631845992	-2.04557451782125	0.040798250699206	0.0706132915615798
gene-YAR035C-A	gene-YAR035C-A	3.29829634576292	-4.43594695256585	2.16940066149572	-2.04477993913186	0.040876558388947	0.0707277634285681
gene-YER018C	gene-YER018C	142.516517099996	-1.06038103474011	0.51865341421249	-2.04448868103986	0.0409052944758359	0.0707564200873685
gene-YBR213W	gene-YBR213W	62.361259668758	1.13105106462267	0.553707573657927	2.04268664260933	0.0410834679368545	0.0710434738616478
gene-YDL127W	gene-YDL127W	94.7335160725348	-1.10855427429036	0.543190284931479	-2.04082124633396	0.041268597942501	0.0713423828797786
gene-YMR247W-A	gene-YMR247W-A	6.24394730851093	-3.22260812251259	1.57931572533823	-2.04050910834971	0.0412996447760613	0.0713748246917835
gene-YEL040W	gene-YEL040W	306.528762900745	1.2032165272151	0.589774477056792	2.04012987001341	0.0413373923693769	0.0714188241530376
gene-YEL063C	gene-YEL063C	803.918770214557	0.909137303689423	0.445718561084467	2.0397115647987	0.0413790623820083	0.0714695722330556
gene-YBR041W	gene-YBR041W	147.757979785517	0.938176337465207	0.460137600308313	2.03890387752834	0.041459621853212	0.0715874397536745
gene-YGR180C	gene-YGR180C	1155.19807518347	-0.8082753884938	0.396745039611844	-2.0372665258388	0.0416233403953738	0.0718487835990236
gene-snR63	gene-snR63	19.3983433216595	1.66712785870034	0.818372514595649	2.03712591633659	0.041637425403647	0.0718517566644882
gene-YDR464W	gene-YDR464W	553.916485387672	0.921208869021321	0.452274376964076	2.03683630101931	0.0416664492038511	0.0718804994873205
gene-YGL095C	gene-YGL095C	299.201507219137	-0.889619749474009	0.436978361666591	-2.0358439399175	0.0417660286011058	0.0720309074865362
gene-YPL064C	gene-YPL064C	400.543677396741	0.872420429178719	0.428811812177291	2.03450652338378	0.041900551554527	0.072241473045064
gene-YGR170W	gene-YGR170W	254.449384481862	-0.92017121528665	0.452678794482671	-2.0327243654924	0.0420803782136366	0.0725299994595657
gene-YJL019W	gene-YJL019W	113.620181661181	-1.05237529284115	0.517759367224826	-2.03255674249188	0.0420973255767533	0.0725376982662585
gene-YCL030C	gene-YCL030C	811.487429152821	0.87063467921456	0.428372298574007	2.03242525745195	0.0421106232875181	0.072539105674883
gene-YFR006W	gene-YFR006W	762.947932648563	-0.860354420322083	0.423502305395805	-2.0315224010835	0.0422020294969069	0.0726750208699327
gene-YBR078W	gene-YBR078W	2690.48946948091	-0.901098608683441	0.44407292684738	-2.02916808074889	0.0424411734845611	0.073065195584203
gene-YAR002C-A	gene-YAR002C-A	501.177658482715	-0.944354556159405	0.465658883989078	-2.02799643393372	0.0425606119625931	0.0732491195518482
gene-YJR107W	gene-YJR107W	113.213392808934	-1.06217116378939	0.524191093336622	-2.02630524877554	0.0427335137257621	0.073524920596249
gene-YNL079C	gene-YNL079C	1755.59562472935	-0.87012217174409	0.429452324682023	-2.02612053011554	0.04275243474108	0.0735357060417747
gene-YNL078W	gene-YNL078W	133.798534194449	-0.967044644143771	0.47732204774607	-2.02597941727223	0.0427668939177899	0.0735388128550873
gene-YHR105W	gene-YHR105W	31.3568919406056	-1.49163477403673	0.736401115661978	-2.02557375635674	0.0428084831339159	0.0735885548578288
gene-YOR329C	gene-YOR329C	226.673181010834	-0.910290002032145	0.449910959856964	-2.02326700892449	0.0430456263307592	0.0739743288688269
gene-YMR034C	gene-YMR034C	179.781117493574	-1.02664521379604	0.507801136513667	-2.02174658537499	0.0432025385127991	0.0742220377878771
gene-YGR275W	gene-YGR275W	224.137030411429	-0.978804598263255	0.484481931559013	-2.02031187234075	0.0433510480934029	0.0744551688885512
gene-YKL037W	gene-YKL037W	10.361495905683	-2.4040516995338	1.19069359332459	-2.01903471473408	0.043483611492959	0.0746607828647202
gene-YLL032C	gene-YLL032C	156.126731346273	-0.977220271468887	0.484143311261966	-2.01845248862711	0.0435441575711627	0.0747426591268747
gene-YOR208W	gene-YOR208W	357.540064528093	-0.988248189241538	0.489896170906215	-2.01726048891843	0.0436683365655404	0.0749336793973785
gene-YML009C	gene-YML009C	189.388290941784	-0.963896512101281	0.478002972729113	-2.01650735893546	0.0437469494941169	0.0750464198523635
gene-YMR009W	gene-YMR009W	445.757489534124	-0.938467269855243	0.465665648548012	-2.01532424129087	0.0438706865595814	0.0752364798714333
gene-YLR383W	gene-YLR383W	84.99506692115	-1.17266327486896	0.582094076143047	-2.01455971282001	0.0439508023046387	0.0753516410013452
gene-YDL092W	gene-YDL092W	358.374431105609	0.870499998161627	0.432178774896228	2.01421274881129	0.0439872017585662	0.0753695803716941
gene-YKL046C	gene-YKL046C	409.423736268848	-0.841270328902178	0.417664171177186	-2.01422670881981	0.0439857367445682	0.0753695803716941
gene-YGL195W	gene-YGL195W	618.08101936386	0.820826845651413	0.407544067104694	2.01408120472172	0.0440010084961654	0.0753710172059279
gene-RUF21	gene-RUF21	26.4359533923958	-1.69988937772887	0.844323167453879	-2.0133160420731	0.0440813917663897	0.0754864610920025
gene-YHR062C	gene-YHR062C	232.760753501638	0.92751546655888	0.461441257943042	2.01004017432999	0.0444269370415004	0.0760557755773786
gene-YHR177W	gene-YHR177W	21.5228732212585	-1.67666496967339	0.834256132241542	-2.00977242464901	0.0444552805919776	0.0760594909627831
gene-YLL067C	gene-YLL067C	8.45988869960981	-2.72953174401346	1.3581130956031	-2.00979708748141	0.0444526691863955	0.0760594909627831
gene-YGL057C	gene-YGL057C	137.035666194319	0.929490193352986	0.463181873417012	2.00674993279831	0.0447762963483442	0.0765636464773687
gene-YLR137W	gene-YLR137W	63.6452724510966	-1.13618061514836	0.56615431080976	-2.00683911339171	0.0447667966506869	0.0765636464773687
gene-YPR011C	gene-YPR011C	110.411523670325	-1.04672934749813	0.521805798233624	-2.00597492600013	0.0448589232592353	0.0766823711713752
gene-YPL257W	gene-YPL257W	17.2922929815406	-1.85083021677167	0.923209269462237	-2.00477863253016	0.0449867178346004	0.0768782134827102
gene-YHR172W	gene-YHR172W	25.0792854472422	-1.69629892178635	0.846346269597086	-2.00426111949887	0.0450420964447287	0.0769502247315589
gene-YFR043C	gene-YFR043C	141.146997432223	-0.949150916502684	0.473597683014403	-2.00412913860016	0.0450562287989914	0.0769517489802345
gene-YMR203W	gene-YMR203W	625.746423229251	-0.966613362851127	0.482687937490479	-2.00256374310202	0.0452241347923602	0.0772158259145703
gene-tG(CCC)O	gene-tG(CCC)O	6.2873753433486	2.73734189866607	1.36711098313296	2.00228213542181	0.0452543962458577	0.0772448020501982
gene-YER098W	gene-YER098W	215.877561005346	-0.888681114207722	0.444299216434212	-2.000186093822	0.0454801728648992	0.0776073883413959
gene-YJL014W	gene-YJL014W	913.699458825243	0.874038680136186	0.43721179281021	1.99911963608813	0.0455954110205573	0.077781194262248
gene-YBR103W	gene-YBR103W	241.731156937027	-0.871460057212494	0.436092590583741	-1.99833722477601	0.0456801123782776	0.0779028207577902
gene-YER041W	gene-YER041W	140.177430567815	0.980161037428674	0.490771582412596	1.99718376644849	0.0458052238688342	0.0780932710840905
gene-YLL042C	gene-YLL042C	34.2190811257694	-1.3492955456599	0.675942532238455	-1.99616902518557	0.0459155277823516	0.0782583716923834
gene-YOR059C	gene-YOR059C	432.053361869105	-0.871707236426233	0.43684272044639	-1.99547158651396	0.0459914700902189	0.0783648267852102
gene-YJL199C	gene-YJL199C	35.0862857219003	-1.33323571112809	0.668204099638338	-1.9952522168746	0.046015378547367	0.0783825850285161
gene-YMR025W	gene-YMR025W	57.5251859801724	-1.16815074547284	0.585956946917386	-1.99357777327886	0.0461982163830826	0.0786709738114492
gene-YIL140W	gene-YIL140W	59.7587296973178	-1.30034211591591	0.65245729325177	-1.99299192355589	0.0462623314735973	0.0787570798255851
gene-YJL146W	gene-YJL146W	224.077797023923	-0.931930200657485	0.467738116513987	-1.99241876544739	0.04632513008757	0.0788408948957413
gene-YML001W	gene-YML001W	477.189222076094	-0.849823751905728	0.426648348116437	-1.99185993724696	0.0463864277176108	0.0788950134618354
gene-YKL138C	gene-YKL138C	197.648759686614	-0.991313587080038	0.497707929332015	-1.99175767283938	0.0463976524453808	0.0788950134618354
gene-YMR141C	gene-YMR141C	43.7935722451906	-1.37587887765735	0.690717033583318	-1.99195735845624	0.0463757367144771	0.0788950134618354
gene-YOR222W	gene-YOR222W	227.869366849064	1.36836982898031	0.687063005921688	1.99162204512039	0.0464125427182823	0.0788972501546232
gene-YGL073W	gene-YGL073W	599.374498939629	-0.8333469978531	0.418854236761839	-1.98958712772181	0.0466364352920512	0.0792546672273103
gene-YMR266W	gene-YMR266W	1184.31639409324	0.89978577500951	0.452343322396377	1.98916559714581	0.0466829278301758	0.0793104871525817
gene-YBR196C	gene-YBR196C	5726.08894462304	-0.94633403847168	0.476223535400827	-1.987163523271	0.046904278645143	0.0796632575936795
gene-YDR323C	gene-YDR323C	94.3038839984479	1.00334086980965	0.505232024015472	1.98590117434623	0.0470442983199392	0.0798777276761574
gene-YDR446W	gene-YDR446W	5.13345850501944	2.9002265389017	1.46053059378311	1.98573487693225	0.0470627702053936	0.0798857536313516
gene-YGL142C	gene-YGL142C	142.042086592192	1.05807598658413	0.533114720337008	1.98470600458241	0.0471771903729673	0.0800565928314411
gene-YNL165W	gene-YNL165W	106.804521198567	0.960658858147999	0.484071460400476	1.98453934333009	0.0471957466551692	0.080064705067088
gene-YCR105W	gene-YCR105W	31.1297359707682	-1.41539895701089	0.713313122326186	-1.98426036576354	0.0472268221213005	0.0800940444029759
gene-YPL016W	gene-YPL016W	213.177581038742	0.911069999820466	0.459495553436486	1.98276129770296	0.0473940989694814	0.0803542891512911
gene-YJR111C	gene-YJR111C	162.785028141017	0.902817140386373	0.455674107012374	1.98127812507428	0.0475600921303646	0.0806122063172001
gene-YNL024C-A	gene-YNL024C-A	276.414848432781	0.867068523157478	0.43799508270833	1.97963072506656	0.0477450379072315	0.0809020875559269
gene-YMR279C	gene-YMR279C	55.3144334092212	-1.22351835809193	0.618196807833568	-1.97917288246711	0.0477965449410933	0.0809657590200042
gene-YGR225W	gene-YGR225W	23.5578641460553	-1.65686076119581	0.840478059796055	-1.97133136538728	0.0486859859669734	0.0824484121328816
gene-YKL149C	gene-YKL149C	146.402399486405	-1.06663493932737	0.54115162114563	-1.97104637156825	0.048718571987296	0.0824795631780263
gene-YAR018C	gene-YAR018C	112.508094311227	-1.00224450671759	0.508535015810691	-1.97084659965813	0.0487414247015017	0.082494222587399
gene-YKR066C	gene-YKR066C	1345.77311672795	-0.935099358542944	0.47480825736653	-1.96942522383534	0.0489042815696221	0.0827457596747142
gene-YMR111C	gene-YMR111C	115.666333419713	0.980583927268954	0.498001872167357	1.96903662831898	0.0489488850746623	0.0827971245791436
gene-YDR477W	gene-YDR477W	552.705749747143	-0.809569335055811	0.411282143622242	-1.96840380164764	0.0490215948339884	0.0828718758508263
gene-YML075C	gene-YML075C	904.829755793935	-0.933447142078759	0.474199257806651	-1.96847027217272	0.0490139533251067	0.0828718758508263
gene-YOR045W	gene-YOR045W	230.628678822228	-1.02449299572449	0.520668891745432	-1.96764779299584	0.0491085766222669	0.0829947796826447
gene-YOR377W	gene-YOR377W	109.289593469523	-1.01266689888109	0.514976294917078	-1.96643400652868	0.0492484984561118	0.0832070561124773
gene-YML112W	gene-YML112W	96.8016758898177	1.07960236223635	0.549096549554905	1.96614304553811	0.0492820892681673	0.0832396113997641
gene-YNR031C	gene-YNR031C	287.685513696379	-0.879492854682124	0.448006982102168	-1.96312309811626	0.0496318722397129	0.0838060550427692
gene-YLR031W	gene-YLR031W	22.0612602235996	1.46727739750657	0.747599954175213	1.96265046474667	0.0496868026098863	0.0838534597258671
gene-YOR219C	gene-YOR219C	280.609047537087	-1.00963663800546	0.514429594193467	-1.96263327266073	0.049688801668253	0.0838534597258671
gene-YER155C	gene-YER155C	358.899332376019	-0.825517624623613	0.420813176033411	-1.96172000222272	0.0497950917751224	0.0840084393024706
gene-YOR156C	gene-YOR156C	78.1524194852513	1.05618861744032	0.538538758712717	1.96121189116445	0.049854310298646	0.084083938321454
gene-YIL129C	gene-YIL129C	383.917006633159	-0.864803227091303	0.441579625090306	-1.95843100078371	0.050179460082304	0.0846077812585874
gene-YLR408C	gene-YLR408C	51.4398662376184	-1.16612969056441	0.596082192776616	-1.95632364914719	0.0504270400086626	0.0850005674391957
gene-YGL233W	gene-YGL233W	265.227007604733	-0.851015963780725	0.435382941777336	-1.95463781908101	0.0506258341598844	0.0853109156675118
gene-YOL086C	gene-YOL086C	18129.2268742389	-0.754646357231735	0.386133153414081	-1.95436820319458	0.0506576882550015	0.0853398504748025
gene-YOR372C	gene-YOR372C	182.451387389099	-0.909585727386663	0.465624518120843	-1.95347472477942	0.0507633693872455	0.0854931042824315
gene-YLR115W	gene-YLR115W	127.574446731422	-1.02014478560313	0.522284664025815	-1.95323519120735	0.0507917329250685	0.0855117737228768
gene-YDR014W	gene-YDR014W	71.1740527568492	-1.06747749754165	0.546546341955703	-1.95313263596624	0.0508038807063134	0.0855117737228768
gene-YGL175C	gene-YGL175C	27.1472265864855	1.35280113753995	0.693379583250748	1.95102534054674	0.0510540314202012	0.0859079416949072
gene-YDR507C	gene-YDR507C	117.183202177281	-1.2957373301387	0.664795178340496	-1.94907750891516	0.0512861691503413	0.086273578900661
gene-YDR180W	gene-YDR180W	68.7020658059751	1.19286491489136	0.612349218496605	1.94801410512124	0.0514132754277998	0.0864623717553161
gene-tK(UUU)D	gene-tK(UUU)D	1.86669341072861	5.10200453369311	2.62105268997739	1.94654787109111	0.0515889634432203	0.0867327322915812
gene-YKR077W	gene-YKR077W	52.8859485546975	-1.44449718283012	0.742500030882491	-1.94545067037004	0.0517207613345013	0.0869291685587395
